Ids,Sentiment,Sarcasm,Vulgar,Abuse,Target,OCR
Hindi_image_197.jpg,Neutral,Non-Sarcastic,Vulgar,Non-abusive,Individual,"Kohli after taking that

MY AL CHALLENGRS

catch be like :
""Bhaag b*dk"
Hindi_image_1971.jpg,Negative,Sarcastic,Non Vulgar,Abusive,Individual,"2 lines for My Son cum chutiya frien

Unofficial
Titu mam

Mutth Mare Mutth Maare
Mera Tharki tharki Beta"
Hindi_image_1972.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual,"Show me real singer

I said real

Perfection"
Hindi_image_1974.jpg,Negative,Sarcastic,Non Vulgar,Abusive,Social Sub-groups,paise kb waps kr ljoh Lunepaise diy Fha Coh tu bhuil jo b tu mera plikd IV Jhul jua *bc
Hindi_image_1979.jpg,Positive,Sarcastic,Non Vulgar,Abusive,Social Sub-groups,"aldo fans now*

Ab mai gyaan chodunga"
Hindi_image_1982.jpg,Positive,Sarcastic,Non Vulgar,Abusive,Social Sub-groups,"Chaabl se khulta
hai Taala

Haryana Me hai
Ambala

Babita ka pati hal

Vidhayak banenge

Kaala

Chutiya Saala"
Hindi_image_1984.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,phone Xhai aur dono kidney
Hindi_image_1986.jpg,Positive,Sarcastic,Vulgar,Non-abusive,None,"Din me kitni Baar Mutth maarte ho?

my friend

308 tak yaad hai safty kai liye 350 likh lo"
Hindi_image_1990.jpg,Negative,Sarcastic,Vulgar,Abusive,Social Sub-groups,chandi sona
Hindi_image_2.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual,"पिंकी अपनी माँ से बोलीः ""आपने जो बेड दिया है, वो लंबाई में छोटा हैI"" जीतोः अब बता रही तो शादी तुकै ६ महीने बाद? पिंकीः टाँगे तो अब सीधी हुई हैंl."
Hindi_image_200.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,None,Maal laya? Tu rokda ? Ye kya bhar laya hoon. laya bag kay
Hindi_image_2000.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Others,Mummy aap raat ko kabootar ko dana khilati hain kya Oabi tO००oo!! Tophir aap roj raat ko aa aa aah kyu karti ho
Hindi_image_2002.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Others,"Me (thinking) :- Iss college ki
degree ka kya karu

Also Me (Realising) :-

HELLO FRANDS
BATTI BANA LO"
Hindi_image_2004.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender,"LADKO AUR LADKIYO ME KITNA FARK HAI
LADKO PAR FILM BANI "" EK THA TIGER

AUR LADKIYON PAR FILM BANI
""EK THI DAATAN"""
Hindi_image_2007.jpg,Negative,Sarcastic,Non Vulgar,Abusive,Individual,"wo Janta ka Chutiya Katne kai liye
Bhaiyo-Behno bolna zaroori hai kya?"
Hindi_image_2009.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual,"PUNKETT
RASHID
MOEEN ALI

KL RAHUL°"
Hindi_image_2011.jpg,Negative,Sarcastic,Vulgar,Abusive,Others,"Aunty thoda TEL milega boyfriend aya hai ..??

Tel to nahi hai,VASELINE le jao ..!!
@balhod baba_420

PAKODE banane hai, Behen Ki Lodi ..!!!"
Hindi_image_2014.jpg,Negative,Sarcastic,Non Vulgar,Abusive,Individual,"Wo Chota Bhoem Dekhno kal baad
Gyan Chodno zaroori hal kya"
Hindi_image_2018.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Gender,"Bolo ramu ...... kya khabar laaye ho ?

Mechanical branch me ek nyi ldki aayi hai !!"
Hindi_image_2025.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Political,कल की मेच का क्या सर राहुल ने जीता दिया  हमजो भी राहुल ही जीताता हे हुआ??
Hindi_image_2027.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups,(A girls calls Fire brigade oflice) Hello mere aag lagi hail! Pani daala?? -aa par aa९ bujhi nahi fir hum aa kar kya karenge7. Hum bhi toh pani hi dalenge ghar
Hindi_image_2034.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual,"पिडिता नारी मिचा खलिफा


Wo Gaand Marwane se pehle Blowjob karna
zaroori hai kya"
Hindi_image_2035.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual,"Sir laash ki ankho se
khoon nikal raha hai !

iska matlab samjhe daya !


CID

kya sir ?

ye amit bhadana ki video
dekh kar mara hai ..."
Hindi_image_2042.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual,"kitni aurto ke sath soye ho

308 tak yaad hai .."
Hindi_image_2043.jpg,Negative,Non-Sarcastic,Non Vulgar,Abusive,Individual,tere gharpe maa bhen nahi hai cya
Hindi_image_2047.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,None,"Friend: Bhai mera ek dost tere room pe gf leke ayega.. Me: @biswajit Wo leke aayega, wo leke jayega Apun kya idhar baith ke hilayega apni"
Hindi_image_2049.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Social Sub-groups,Hey TIya lumse ek kaam inaz ' Ghar Meaohor pe 00001 chuinonDe MMall main Saa leti haon 0n011e +38 9@ 1000{
Hindi_image_205.jpg,Negative,Sarcastic,Vulgar,Abusive,Others,@shricasm_1००8 किस्मत मे लगे L@de की पता nhi कौन m@darchod जापानी तेल से मालिश kar raha hai
Hindi_image_2050.jpg,Neutral,Sarcastic,Non Vulgar,Abusive,None,Chud gye guru tlaa chuaave ticbun'eu
Hindi_image_2052.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual,"Ek to chori

Upar se Cena Johri"
Hindi_image_2056.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual,Ek ladki ke sath loyal rehna jaruri hai kza? wf
Hindi_image_206.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual,"yer bhai , Hagne ke Baad
Pehle Haath dhoge

Main Pehle

Yaa Khana Kahoge ?

Haath Dhoega


Gaand Kon
Tera Baap Dhoega ?"
Hindi_image_2060.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,National Origin,"Ok,Now
Which country Promotes Terrorism ?? India 8% pakistan 92%"
Hindi_image_2063.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual,"Kamlesh

Wo Dost Kai sone kai baad Uski Gf kai saath Ghapa ghap Karna
Zaroori hai kya?"
Hindi_image_2066.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual,Daya darwaja band kardo
Hindi_image_207.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,None,"Naya Truck Kharida

BT.1575

hai dosto koi Shayari
batao truck pe likhwana hai."
Hindi_image_2070.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual,Kya Hua? Ball Dikhi Nahi?
Hindi_image_2071.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others,MERA DOST AKELE MEIN AISI HARKATE KARTA HAl.e
Hindi_image_2073.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Others,"Colgate

Hair Oil mein
Kaju-Badam

Toothpaste mein Namak

Dove

Soap mein

Manjan mein

Dudh-Malai

Garam Masala

TOH BC KHAYENGE KYA ??

BABA JI KI BOOTI"
Hindi_image_2077.jpg,Negative,Sarcastic,Vulgar,Abusive,Individual,"After watching Sanju,

Faizal Khan -


Ghapaghap karna chahta hu
tumhaare saath"
Hindi_image_2078.jpg,Negative,Sarcastic,Vulgar,Non-abusive,None,"Kal Chacha ji ne mujhe towel me dekh liya

Via Emenerer

Phir tumne kya kiya?

Maine turant towel khol ke Ghunghat Bana liya
sanskaar ki kami thodi hai mujhme"
Hindi_image_208.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual,"Kuch Bolunga
Toh Vivaad
Hojyga f

Batter

R
B 4s 6s

SR

Virat Kohli
c Abdul Samad b Jaydev Unadkat

51

43 4 1

118.6"
Hindi_image_2089.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual,""" मैंने हमेशा अत्याचारियों का जम के मुकाबला किया है, कितना भी बड़ा हथियार हो मैंने कभी हार नही मानी अकेले ४ ४ से भिड़ जाती थी"" किसान नेता मिया खलीफा (खुदाई एवं जुताई एक्सपर्ट )"
Hindi_image_209.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual,"Paisa Toh Barabar
Bheje the fhir
Yeh ky ho raha"
Hindi_image_2093.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender,कितना फ़ेकती है तू जा जाके सोजा.
Hindi_image_2096.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None,mujh pr vishvash न कर धन्यवाद
Hindi_image_2097.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,Social Sub-groups,"Wo Chai Bhi Lenge Wo Naashta Bhi Lenge

Wo Rishtedaar Hain Janab Sab Lene Ke Baad
Aapki Bhi Lenge"
Hindi_image_2098.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Gender,जिस लड़की के फोन मे नेट हे वो कही न कही सेट हे
Hindi_image_21.jpg,Negative,Sarcastic,Vulgar,Abusive,Gender,औरतो के दो करिश्मे... घास नहीं खाती है फिर भी दुध देती है लन्ड नहीं है फिर भी आदमी की गाड मार लेती है.
Hindi_image_2100.jpg,Negative,Sarcastic,Vulgar,Abusive,None,ABCD se shuru hone vala ak vakya banayo apki behan chod dunga
Hindi_image_2107.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Others,My friend UnotJoial Tlau Ufaiza Muthh DaareLai baad Haathh Dhona zaroori hai kva?
Hindi_image_2112.jpg,Negative,Sarcastic,Non Vulgar,Abusive,Social Sub-groups,saience Siudends Riligion wala column jo hota hai usme hum Bold or Capital me Randwa Ikhte hai.
Hindi_image_2114.jpg,Negative,Sarcastic,Non Vulgar,Abusive,None,"*Bunty Tera saabun
slow hai kya?

*Aye apna kaam
karna madharchod"
Hindi_image_212.jpg,Negative,Sarcastic,Vulgar,Abusive,Individual,तेरी सुंदरता के चकर में भूल जाता हु की तू कितनी माँ की लोड़ी है
Hindi_image_2122.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual,"bhabhiji main aapka naya padosi
aapko hi bolne aaya hu



Haaye Daiya .... Jhonny bhaiya"
Hindi_image_2127.jpg,Positive,Sarcastic,Vulgar,Abusive,Gender,"Gf Esi Banao
jise dekh kar tumhare dost bole.

Bhabhi kya Maal hai .."
Hindi_image_2128.jpg,Positive,Sarcastic,Non Vulgar,Abusive,Individual,"SIMON!
Nikal Lawde

PEHLi FURSAT HE NKAL"
Hindi_image_2132.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None,"Samay aa gaya hai
Aapse vida lene Ka"
Hindi_image_2133.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual,"AISI KOI JAGAH NAHI HAI
JAHA MAI NAHI GAYa

BHAI KABHI SASURAL
GAYA HAI TU?"
Hindi_image_2134.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,None,"Koi fayda nahi hai accha banke If hurt yov, kindly hurt them back theY"
Hindi_image_2136.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,None,"Jethalal once said, Ek musibat Khatam nahi hoti to dusri line me hoti hai"" took it as a joke.. but bro its not a joke anymore"
Hindi_image_2138.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,National Origin,"Its too expensive, we can t buy it Hum thodi der baad aatein hain.॰"
Hindi_image_2139.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Others,Tum logo ke reacts dekh ke sukoon milra hai ki Mai akela nahi aur bhi log hai
Hindi_image_2140.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,None,Ek jaadu ki jhappi to main bhi deserve karta hu yaar
Hindi_image_2141.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,ek din sab thik hojayega hahahaha
Hindi_image_2142.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others,Jab mai apni plate khud uthake rakhta hun. Mom: My
Hindi_image_2143.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups,Shopkeepers Science Bhaiya ye thoda Tight hai Wash k bd loose hoyega Bhaiya ye thoda Loose hai Wash k bd tight hoyega na
Hindi_image_2145.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None,< Subah uthie hi problems chalu hojati hai त0
Hindi_image_2149.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups,Listening to punjabi songs be like: Matlabnahf chahiye Dubeyf Hum vibe kar lenge
Hindi_image_215.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,None, मे चुप रहु उसी मै मेरी भलाई है
Hindi_image_2155.jpg,Positive,Sarcastic,Vulgar,Non-abusive,None,"Tujhe ghar pe kis naam se
bulaten hain ?

Chand

Or tujhe

Neil Armstrong"
Hindi_image_2156.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,None,ye pencil lene ka sapna sapna hi reh gaya pencil
Hindi_image_2159.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None,Paiso ke alawa ab kisi ke bhi iaane se Koi farak nahi padia muze
Hindi_image_2160.jpg,Positive,Sarcastic,Vulgar,Non-abusive,None,YELOG KONSI DISH COOK KARANE JA RAHEHAI
Hindi_image_2162.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,"""dekhate hai"" is another way of saying: म Nahi"
Hindi_image_2164.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual,Technique hi galat hai tumhari 
Hindi_image_2166.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual,Kya faltu app h ladkiyan reply nhi karti ZUCKERBERG : Lio Lio Lio Ye bhi meri Suna kya? hai? galti
Hindi_image_2167.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None,"Meri puri zindagi mein ek hi maal mila Ru ""maal"""
Hindi_image_2168.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None,जिरंगी aasan hai agar tum बेशर्म ho.
Hindi_image_217.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups,Papa ne Bole Car Denge Tumhe Nahi Mujhe JCB Chaiye Mazdoor Salaaa.
Hindi_image_2175.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Gender,"आदमी की चडी एक मिठाई की दुकान की तरह होती है जिसमें
एक क्रीम रोस दो गुलाब जामुन कुछ सेवइयां और खुशी के
मौके पर खीर भी बनती है .. ।"
Hindi_image_2179.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None,Fazool kharch to dur ki bat hai mere pas to zruri kharch k bhi nh hote. paise
Hindi_image_2184.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None,yeh UPI ka server down problem ek din mujhse hotel mein bartan dhulwayega
Hindi_image_2185.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None,"""Raat gayi baat gaYi"" No bro, raat gayi baat dil mein hi reh gayi"
Hindi_image_2189.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual,Three Bahubalis of India MAHENDRA AMRENDRA NARENDRA bahubali
Hindi_image_219.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Gender,"जो औरत Male bestie बनाती है उचो औरत अपने घर के पतन की वजह बनती है"" आचार्य चाणक्य"
Hindi_image_2198.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual,Abey 2 Din Shaadi Mai Kya Aaya Sara Kaam Band Ho Gya
Hindi_image_22.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,Others,"से....क्स करते-करते लड़के सेः यह गलत हैl लड़काः पर मैं तुमसे प्यार करता हूँl फिर भी गलत हैl लड़काः हम शादी कर लेेंगे जान| लड़कीः भो..स..ड़ी के, जहाँ डाल रहा है वो जगह गलत हैl लड़की लड़कीः"
Hindi_image_220.jpg,Negative,Sarcastic,Vulgar,Abusive,Political,"Chaabi se khulta
hai Taala

Haryana Me hai
Ambala

Babita ka pati hai

Vidhayak banenge

Kaala

Chutiya Saala"
Hindi_image_2200.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Gender,"Kya Keh Raha Hai?

Keh Raha h: Chaaku kyu Chlati ho
Jab dhaar h Talwaar me, Chuuchi
kyu hilati to Jab Maal h Salwaar Me."
Hindi_image_2202.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual,"elvish_yadav Ek Ghar Mai Bartan Hote Hai
Bajege toa sahi.
Bhaichara On Top

Bhai ye lafda toh suru hote hi
khatam hogaya"
Hindi_image_2204.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual,"Only YouTuber In India Jisko Din Duniyaa Se Koi Matlab Nhi, Subah Utho Daal Chaawal Khao, Vlog dalo Or So Jao GHULLKI"
Hindi_image_2206.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Political,"Kuch Bolunga To Vivad Ho Jayega Prafull Billore

Wishing @MamataOfficial dii a speedy
recovery and sending prayers for her good
health. A"
Hindi_image_2207.jpg,Negative,Sarcastic,Non Vulgar,Abusive,Individual,Salman Ambani ka khilona
Hindi_image_2209.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups,"Tani has 13 stickers. Jen gives him 10 more.
How many stickers does Jack hove?
stickers teacher : kyu hila dala na "
Hindi_image_221.jpg,Neutral,Sarcastic,Vulgar,Abusive,Individual,"WHEN HE SEES THE CROWD OF 10
DISAPPOINTED PEOPLE.

Ab mai gyaan chodunga"
Hindi_image_2210.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups,Exam aagyi lekin abhi tak sharam nahi aayi.
Hindi_image_2213.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender,This is how girls choose boys Jo Gora Hai Wo Sundar Hai.
Hindi_image_2214.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None,Zara sa khush ho jata hu tab meri qismat mujhe aukat dikha deti hai
Hindi_image_2215.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None,रंग लगाने के बहाने उसकी मांग भर दी
Hindi_image_2217.jpg,Negative,Sarcastic,Vulgar,Non-abusive,None,इसी बात पे चिप्स खा
Hindi_image_2219.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None,Jitna bhi try karo bunny Sleep schedule kabhi fix nahi hogi
Hindi_image_2221.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,के कह था गाड़ी रोकेगा 4 असला हमभी रखते है पहलवान
Hindi_image_2225.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups,arrey y toh RCB fan hain
Hindi_image_2227.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups,camera man saar
Hindi_image_2228.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual,Welcome to dinda club
Hindi_image_2230.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,None,kyu nhi hui ladai
Hindi_image_2232.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender,Jyada hila Liya bro ab recoverry kar raha hu
Hindi_image_2234.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None,therapist ne dukh sun kr fees wapis kar di 
Hindi_image_2236.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual,"Pyaas sabko lagti Hai

Gala sabka sukhta Hai"
Hindi_image_2237.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual,Ab Holi Kaise kheluga
Hindi_image_2242.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual,Kal Band Rahega Aaj he le Lena... 
Hindi_image_2245.jpg,Positive,Sarcastic,Vulgar,Non-abusive,None,"Papa K phone m porn
dekh raha tha

Phone off ho gya"
Hindi_image_2246.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual,भाईचारा 
Hindi_image_225.jpg,Negative,Non-Sarcastic,Vulgar,Abusive,None,"Dimagg ka

bh0sd@ ho chuka hai"
Hindi_image_2250.jpg,Negative,Sarcastic,Vulgar,Non-abusive,None,sleep muthi khana muthi cycle
Hindi_image_2252.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,जब मेरा दोस्त दिनभर reels भेजता रहे | ankushsinghhooda ४+ new messages now तबमेः रील सीठी खीर| ३ सरीज्यादाबवासीर
Hindi_image_2253.jpg,Positive,Sarcastic,Vulgar,Non-abusive,None,Han vro tujhe kese pta ki Ye paint meri hai
Hindi_image_2258.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Individual,Mahi Mar Raha Hai 
Hindi_image_226.jpg,Negative,Sarcastic,Non Vulgar,Abusive,Individual,"When Rinky failed in Bihar १२th board Rinkiya k papals reaction चट देनी मार देली , रखींच के तमाचा @rahllaranchan"
Hindi_image_2260.jpg,Positive,Sarcastic,Non Vulgar,Abusive,None,"Mai Chutiya Hu

Ha vmro tune sahi padha
Tu hi hai"
Hindi_image_2262.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,None,बर्बाद कर दिया लडकियों ने
Hindi_image_2265.jpg,Positive,Sarcastic,Vulgar,Non-abusive,None,"Career tension, dispersion, overthinking life problems Muthhi"
Hindi_image_2267.jpg,Negative,Sarcastic,Non Vulgar,Abusive,Others,"kab tak aise ghut
ghut k jiyega

mar ja मादरचोद"
Hindi_image_2268.jpg,Negative,Sarcastic,Vulgar,Abusive,Others,"2 lines for My Son cum chutiya friend

Mutth Mare Mutth Maare
Mera Tharki tharki Beta"
Hindi_image_2270.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Gender,मूठ Gym 
Hindi_image_2271.jpg,Negative,Sarcastic,Non Vulgar,Abusive,Gender,"Tu behenkel/nd
padhta likhta nhi h
kya"
Hindi_image_2272.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Political,"Kya lagta hai ab ki

baar kis ki sarkaar
banegi?"
Hindi_image_2274.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Gender,"Bhai yakeen kar
Muth Marne se hairfall
nhi hota hai"
Hindi_image_2275.jpg,Negative,Sarcastic,Non Vulgar,Abusive,Social Sub-groups,"B$dk runs bhi mai hi maru


or wickets bhi mai hi lu kya ?
Just RCB things"
Hindi_image_2277.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Political,"पढ़ाई अधूरी , शादी अधूरी, विकास अधुरा , हाईवे अधुरा , लेकिन फेकता है पूरा पूरा !"
Hindi_image_2278.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Political,BJP aur Congress ko chodo pehle inko lao Shashan me ६० EGHE USE D9 आने दो हमको शासन मे रसीयन बटवा देंगे रशन में EPIC
Hindi_image_2280.jpg,Negative,Sarcastic,Vulgar,Non-abusive,None,"यहाँ पर

पंशाब करजा
मता है।

Le Moot Diya Teri chetawani par"
Hindi_image_2284.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Individual,"POORA MATCH EK TARAF
OR DHONI KE

10c

SIXES EK TARAF"
Hindi_image_2288.jpg,Negative,Sarcastic,Non Vulgar,Abusive,Individual,"HELLO ... TU SABSE BADA
CHUTIYA HAI

AUR USSE BHI BADA TU
GAANDU HAI"
Hindi_image_2289.jpg,Negative,Sarcastic,Non Vulgar,Abusive,Individual,"PAPA KO LAGTA
HAI HUM
CHUTIYA HAI
"
Hindi_image_2291.jpg,Negative,Sarcastic,Vulgar,Abusive,Individual,"BAN JA TU MERI RANI

MAIN TENU GHODI BANA DUNGA

NAHI BANNA MUJHE RANI
BHAG BC JOHNNY"
Hindi_image_2292.jpg,Negative,Non-Sarcastic,Non Vulgar,Abusive,Individual,"Hamara dost chutiya hai

Hamara dost bchpn se chutiya hai"
Hindi_image_2293.jpg,Neutral,Sarcastic,Non Vulgar,Abusive,Individual,"AAP LOG KUCHH BHI KARO

MAIN CHUTIYA HI RAHUNGA"
Hindi_image_2294.jpg,Neutral,Sarcastic,Non Vulgar,Abusive,Individual,"Wooh Dekho !

Chutiyaa !"
Hindi_image_2297.jpg,Negative,Sarcastic,Non Vulgar,Abusive,Gender,Ladki ko khona banana dana chavie Lhulua Chutiya toh duniya wole bhi bana dete hai
Hindi_image_2299.jpg,Negative,Non-Sarcastic,Vulgar,Abusive,Individual,"Aap singel ho ?



Nehi dungi

Waiter*

Waha baith Bhadwi, Yea chaar logon
ka table hai."
Hindi_image_2300.jpg,Negative,Sarcastic,Non Vulgar,Abusive,Social Sub-groups,"Few private coaching centers :

mai logon ko bana deta hun
People who know the truth :



Aapne sahi kaha Aap logo ko banate hal,
chukya banate hai"
Hindi_image_2302.jpg,Negative,Non-Sarcastic,Non Vulgar,Abusive,Individual,TU CHUTIYA HI RAHEGA
Hindi_image_2304.jpg,Negative,Non-Sarcastic,Non Vulgar,Abusive,Individual,"WHERE IS THE CH#TIA

THERE YOU ARE."
Hindi_image_2305.jpg,Negative,Non-Sarcastic,Vulgar,Abusive,Others,"Yeh mai karleta hu""
tab tak aap dream11""
pe team banalo

Madarc#*d C#*dne
bhi nahi dete"
Hindi_image_2306.jpg,Negative,Non-Sarcastic,Non Vulgar,Abusive,Individual,CHUTIYA BANAYA TUMKO
Hindi_image_231.jpg,Negative,Non-Sarcastic,Vulgar,Abusive,None,वो कहते हैना bumhari maa ki choot सही कहते है
Hindi_image_2310.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual,Muihe toh aai bhi Yhi lagta hai ki . mera faida utha lete hai or mujhe pataa bhi nhi chalta
Hindi_image_2312.jpg,Negative,Non-Sarcastic,Non Vulgar,Abusive,Individual,"CHUTIYA TOH NHI KATEGI

I LOVE YOU"
Hindi_image_2313.jpg,Negative,Non-Sarcastic,Non Vulgar,Abusive,Individual,"RAMLAL

ISKO GOLI MAAR DO"
Hindi_image_2314.jpg,Negative,Non-Sarcastic,Non Vulgar,Abusive,Individual,"Tu itna immature, impractical,
Avengers level ka Chutiya hai
"
Hindi_image_2318.jpg,Negative,Non-Sarcastic,Non Vulgar,Abusive,Individual,"ANKUR TU CHUTIYA HA EK HI DEGREE
DO BAAR KARNE WAALE CHUTIYA
KAHENGE"
Hindi_image_2319.jpg,Negative,Non-Sarcastic,Non Vulgar,Abusive,Individual,"BHAI YE

TEMPLATE
KITNA CHUTIYA HAI"
Hindi_image_2322.jpg,Negative,Non-Sarcastic,Non Vulgar,Abusive,Others,"SAALA JAB TAK HINDUSTAN MEE ROSE, TEDDY, PROPOSE CHOCOLATE DAY JAISE DIN CELEBRATE HONGE TAB TAKLOG CHUTIYE BANTE RAHEL IGE !"
Hindi_image_2323.jpg,Negative,Non-Sarcastic,Non Vulgar,Abusive,Individual,"When my friend talks about a girl.

Le Me :

abe chutiye! paka mat"
Hindi_image_2328.jpg,Negative,Non-Sarcastic,Non Vulgar,Abusive,Others,"CHUTIYA KON HOTE HAI

@kaleen bahiya

JO AVI ISS MEME PR LIKE KRGA

TUM MT KRNA"
Hindi_image_2329.jpg,Negative,Non-Sarcastic,Non Vulgar,Abusive,Individual,"#INDvAUS
After Watching Aaron Finch
today's innings
RCB nd Fans:

Kya mila tereko opun ko chutiya kaatke"
Hindi_image_233.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Others,"When u visit GB road for the
first time and u have much
money in your wallet.
You be like:

सस्ता नहीं, सबसे अच्छा"
Hindi_image_2330.jpg,Negative,Non-Sarcastic,Non Vulgar,Abusive,Individual,"KAT GAYA CHUTIYA
"
Hindi_image_2333.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual,"SAANS LETA HU TOH

EK NAYA RESULT COMING
SOON POST DEKH JATA HAI"
Hindi_image_2336.jpg,Negative,Sarcastic,Non Vulgar,Abusive,Individual,"Memechat
To Users*

Kya Kariye ga itne paiso ka ..?
Isliye Rehne de Bhadwe"
